head	relation_type	term	term_key	zh_or_note	raw
scrutinize	family	scrutiny	scrutiny	n. 审查	scrutiny | n. 审查 | public scrutiny | 公众审查
scrutinize	family	scrutinized	scrutinized	adj. 被审查的	scrutinized | adj. 被审查的 | scrutinized spending | 被审查的支出
scrutinize	family	scrutinizing	scrutinizing	adj. 审视的	scrutinizing | adj. 审视的 | scrutinizing attitude | 审视态度
scrutinize	kin	scrutiny	scrutiny	n. 仔细审查	scrutiny | n. 仔细审查 | public scrutiny / close scrutiny | 公众审查；仔细审查
scrutinize	kin	screen	screen	n./v. 屏幕；筛查	screen | n./v. 屏幕；筛查 | screen patients / phone screen | 筛查病人；手机屏幕
scrutinize	kin	script	script	n. 文字；脚本	script | n. 文字；脚本 | ancient script / computer script | 古文字；计算机脚本
antagonize	family	antagonism	antagonism	n. 对立；敌意	antagonism | n. 对立；敌意 | social antagonism | 社会敌意
antagonize	family	antagonistic	antagonistic	adj. 对立的	antagonistic | adj. 对立的 | antagonistic attitude | 对立态度
antagonize	family	antagonist	antagonist	n. 对手；反派	antagonist | n. 对手；反派 | political antagonist | 政治对手
antagonize	kin	protagonist	protagonist	n. 主角；倡导者	protagonist | n. 主角；倡导者 | novel protagonist / policy protagonist | 小说主角；政策推动者
antagonize	kin	agonize	agonize	v. 苦苦思索；痛苦	agonize | v. 苦苦思索；痛苦 | agonize over choices / agonize for hours | 为选择痛苦纠结；痛苦数小时
antagonize	kin	contest	contest	v./n. 争夺；竞赛	contest | v./n. 争夺；竞赛 | contest power / beauty contest | 争夺权力；选美比赛
provoke	family	provocation	provocation	n. 挑衅；激起	provocation | n. 挑衅；激起 | political provocation | 政治挑衅
provoke	family	provocative	provocative	adj. 挑衅的；引发思考的	provocative | adj. 挑衅的；引发思考的 | provocative claim | 挑衅性说法
provoke	family	provoked	provoked	adj. 被激怒的	provoked | adj. 被激怒的 | provoked reaction | 被激起的反应
provoke	kin	voice	voice	n./v. 声音；表达	voice | n./v. 声音；表达 | public voice / voice concern | 公众声音；表达担忧
provoke	kin	vocal	vocal	adj. 声音的；直言的	vocal | adj. 声音的；直言的 | vocal opposition / vocal training | 公开反对；声乐训练
provoke	kin	invoke	invoke	v. 援引；调用	invoke | v. 援引；调用 | invoke authority / invoke a function | 援引权威；调用函数
anticipate	family	anticipation	anticipation	n. 预期	anticipation | n. 预期 | anticipation of demand | 对需求的预期
anticipate	family	anticipated	anticipated	adj. 被预期的	anticipated | adj. 被预期的 | anticipated growth | 预期增长
anticipate	family	anticipatory	anticipatory	adj. 预先的	anticipatory | adj. 预先的 | anticipatory action | 预先行动
anticipate	kin	participate	participate	v. 参与	participate | v. 参与 | participate in debate / participate in public life | 参与辩论；参与公共生活
anticipate	kin	precipitate	precipitate	v. 促成；加速	precipitate | v. 促成；加速 | precipitate a crisis / precipitate social change | 促成危机；加速社会变化
anticipate	kin	emancipate	emancipate	v. 解放	emancipate | v. 解放 | emancipate workers / emancipate women | 解放劳动者；解放女性
foresee	family	foresight	foresight	n. 远见	foresight | n. 远见 | political foresight | 政治远见
foresee	family	foreseen	foreseen	adj. 被预见的	foreseen | adj. 被预见的 | foreseen risk | 已预见风险
foresee	family	foreseeable	foreseeable	adj. 可预见的	foreseeable | adj. 可预见的 | foreseeable future | 可预见未来
foresee	kin	see	see	v. 看见；理解	see | v. 看见；理解 | see the pattern / see a doctor | 看出模式；看医生
foresee	kin	vision	vision	n. 视野；愿景	vision | n. 视野；愿景 | future vision / poor vision | 未来愿景；视力差
foresee	kin	visible	visible	adj. 可见的	visible | adj. 可见的 | visible change / visible evidence | 可见变化；可见证据
antiquated	family	antique	antique	n. 古董	antique | n. 古董 | antique furniture | 古董家具
antiquated	family	antiquity	antiquity	n. 古代	antiquity | n. 古代 | classical antiquity | 古典古代
antiquated	family	antiquatedness	antiquatedness	n. 陈旧	antiquatedness | n. 陈旧 | antiquatedness of rules | 规则陈旧性
antiquated	kin	antique	antique	n./adj. 古董；古老的	antique | n./adj. 古董；古老的 | antique furniture / antique market | 古董家具；古董市场
antiquated	kin	antiquity	antiquity	n. 古代	antiquity | n. 古代 | classical antiquity / late antiquity | 古典古代；古代晚期
antiquated	kin	ancient	ancient	adj. 古代的	ancient | adj. 古代的 | ancient civilization / ancient law | 古代文明；古代法律
outdated	family	outdate	outdate	v. 使过时	outdate | v. 使过时 | outdate old methods | 使旧方法过时
outdated	family	outdatedness	outdatedness	n. 过时	outdatedness | n. 过时 | outdatedness of policy | 政策过时性
outdated	family	outdating	outdating	adj. 使过时的	outdating | adj. 使过时的 | outdating technology | 使技术过时的
outdated	kin	date	date	n./v. 日期；约会	date | n./v. 日期；约会 | birth date / date a document | 出生日期；给文件标日期
outdated	kin	update	update	v./n. 更新	update | v./n. 更新 | update software / policy update | 更新软件；政策更新
outdated	kin	antedate	antedate	v. 早于	antedate | v. 早于 | antedate written records / antedate modern law | 早于文字记录；早于现代法律
apathy	family	apathetic	apathetic	adj. 冷漠的	apathetic | adj. 冷漠的 | apathetic voters | 冷漠选民
apathy	family	apathetically	apathetically	adv. 冷漠地	apathetically | adv. 冷漠地 | respond apathetically | 冷漠回应
apathy	family	apathic	apathic	adj. 冷漠的	apathic | adj. 冷漠的 | apathic attitude | 冷漠态度
apathy	kin	path	path	n. 路径	path | n. 路径 | learning path / career path | 学习路径；职业道路
apathy	kin	sympathy	sympathy	n. 同情	sympathy | n. 同情 | public sympathy / sympathy for victims | 公众同情；对受害者的同情
apathy	kin	pathology	pathology	n. 病理学	pathology | n. 病理学 | clinical pathology / social pathology | 临床病理学；社会病态
indifference	family	indifferent	indifferent	adj. 冷漠的	indifferent | adj. 冷漠的 | indifferent attitude | 冷漠态度
indifference	family	indifferently	indifferently	adv. 冷漠地	indifferently | adv. 冷漠地 | react indifferently | 冷漠反应
indifference	kin	differ	differ	v. 不同；有分歧	differ | v. 不同；有分歧 | opinions differ / differ from others | 观点不同；与他人不同
indifference	kin	defer	defer	v. 推迟；服从	defer | v. 推迟；服从 | defer a decision / defer to experts | 推迟决定；听从专家
indifference	kin	reference	reference	n. 参考；提及	reference | n. 参考；提及 | reference material / make reference to history | 参考材料；提及历史
appoint	family	appointment	appointment	n. 任命；预约	appointment | n. 任命；预约 | medical appointment | 医疗预约
appoint	family	appointed	appointed	adj. 被任命的	appointed | adj. 被任命的 | appointed official | 被任命官员
appoint	family	appointee	appointee	n. 被任命者	appointee | n. 被任命者 | government appointee | 政府任命者
appoint	kin	point	point	n. 点；观点	point | n. 点；观点 | a turning point / a valid point | 转折点；有道理的观点
appoint	kin	pinpoint	pinpoint	v. 精确指出	pinpoint | v. 精确指出 | pinpoint the cause / pinpoint a location | 精确指出原因；定位地点
appoint	kin	viewpoint	viewpoint	n. 观点	viewpoint | n. 观点 | a political viewpoint / from a different viewpoint | 政治观点；从不同视角
designate	family	designation	designation	n. 指定；名称	designation | n. 指定；名称 | official designation | 官方指定
designate	family	designated	designated	adj. 指定的	designated | adj. 指定的 | designated area | 指定区域
designate	family	designator	designator	n. 指示符	designator | n. 指示符 | role designator | 角色指示符
designate	kin	sign	sign	n./v. 标志；签署	sign | n./v. 标志；签署 | traffic sign / sign a treaty | 交通标志；签署条约
designate	kin	signal	signal	n./v. 信号；表明	signal | n./v. 信号；表明 | warning signal / signal a shift | 警告信号；表明转变
designate	kin	signature	signature	n. 签名；特征	signature | n. 签名；特征 | digital signature / signature style | 数字签名；标志性风格
apprehend	family	apprehension	apprehension	n. 理解；担忧	apprehension | n. 理解；担忧 | public apprehension | 公众担忧
apprehend	family	apprehended	apprehended	adj. 被逮捕的；被理解的	apprehended | adj. 被逮捕的；被理解的 | apprehended suspect | 被逮捕嫌疑人
apprehend	family	apprehensible	apprehensible	adj. 可理解的	apprehensible | adj. 可理解的 | apprehensible meaning | 可理解含义
apprehend	kin	comprehend	comprehend	v. 理解	comprehend | v. 理解 | comprehend complex texts / comprehend social change | 理解复杂文本；理解社会变化
apprehend	kin	prehensile	prehensile	adj. 能抓握的	prehensile | adj. 能抓握的 | prehensile tail / prehensile hand movement | 能抓握的尾巴；抓握性手部动作
apprehend	kin	comprehensive	comprehensive	adj. 全面的	comprehensive | adj. 全面的 | comprehensive reform / comprehensive evidence | 全面改革；全面证据
comprehend	family	comprehension	comprehension	n. 理解	comprehension | n. 理解 | reading comprehension | 阅读理解
comprehend	family	comprehensive	comprehensive	adj. 全面的	comprehensive | adj. 全面的 | comprehensive reform | 全面改革
comprehend	family	comprehensible	comprehensible	adj. 可理解的	comprehensible | adj. 可理解的 | comprehensible explanation | 可理解解释
comprehend	kin	hand	hand	n. 手；人手	hand | n. 手；人手 | raise a hand / extra hands | 举手；额外人手
comprehend	kin	prehensile	prehensile	adj. 能抓握的	prehensile | adj. 能抓握的 | prehensile tail / prehensile hand movement | 能抓握的尾巴；抓握性手部动作
comprehend	kin	apprehend	apprehend	v. 理解；逮捕	apprehend | v. 理解；逮捕 | apprehend meaning / apprehend suspects | 理解含义；逮捕嫌疑人
apprehensive	family	apprehension	apprehension	n. 忧虑；理解	apprehension | n. 忧虑；理解 | public apprehension | 公众担忧
apprehensive	family	apprehensively	apprehensively	adv. 忧虑地	apprehensively | adv. 忧虑地 | wait apprehensively | 忧虑地等待
apprehensive	family	apprehensiveness	apprehensiveness	n. 忧虑	apprehensiveness | n. 忧虑 | parental apprehensiveness | 父母忧虑
apprehensive	kin	comprehension	comprehension	n. 理解	comprehension | n. 理解 | reading comprehension / comprehension difficulty | 阅读理解；理解困难
apprehensive	kin	prehensile	prehensile	adj. 能抓握的	prehensile | adj. 能抓握的 | prehensile tail / prehensile ability | 能抓握的尾巴；抓握能力
apprehensive	kin	apprehend	apprehend	v. 理解；逮捕	apprehend | v. 理解；逮捕 | apprehend meaning / apprehend suspects | 理解含义；逮捕嫌疑人
anxious	family	anxiety	anxiety	n. 焦虑	anxiety | n. 焦虑 | health anxiety | 健康焦虑
anxious	family	anxiously	anxiously	adv. 焦虑地	anxiously | adv. 焦虑地 | wait anxiously | 焦虑等待
anxious	family	anxiousness	anxiousness	n. 焦虑	anxiousness | n. 焦虑 | anxiousness about debt | 对债务的焦虑
anxious	kin	anxiety	anxiety	n. 焦虑	anxiety | n. 焦虑 | exam anxiety / social anxiety | 考试焦虑；社交焦虑
anxious	kin	anguish	anguish	n./v. 痛苦	anguish | n./v. 痛苦 | mental anguish / anguish over loss | 精神痛苦；因失去而痛苦
anxious	kin	anger	anger	n. 愤怒	anger | n. 愤怒 | public anger / anger management | 公众愤怒；愤怒管理
arbitrary	family	arbitrariness	arbitrariness	n. 任意；武断	arbitrariness | n. 任意；武断 | arbitrariness of rules | 规则的任意性
arbitrary	family	arbitrarily	arbitrarily	adv. 任意地	arbitrarily | adv. 任意地 | arbitrarily divide | 任意划分
arbitrary	family	arbitrate	arbitrate	v. 仲裁	arbitrate | v. 仲裁 | arbitrate disputes | 仲裁争端
arbitrary	kin	arbiter	arbiter	n. 仲裁者；裁决者	arbiter | n. 仲裁者；裁决者 | an arbiter of taste / legal arbiter | 审美裁判者；法律仲裁者
arbitrary	kin	arbitration	arbitration	n. 仲裁	arbitration | n. 仲裁 | international arbitration / labor arbitration | 国际仲裁；劳动仲裁
